time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-01T18:53:14.669Z,36.80783333,-97.6425,5.14,1.64,ml,68,50,0.1790648614,0.27,ok,ok2020cgbz,2020-02-03T15:46:42.753Z,"8km E of Medford, Oklahoma",earthquake,,0.7,0.21,27,reviewed,ok,ok
2020-02-01T18:49:43.810Z,45.9361667,-111.5805,4.48,1.23,ml,6,150,0.23,0.08,mb,mb80380174,2020-02-01T23:26:48.560Z,"5km NNW of Three Forks, Montana",earthquake,0.54,7.46,0.215,2,reviewed,mb,mb
2020-02-01T18:43:33.870Z,37.5898323,-118.8221664,9.01,1.58,md,18,175,0.005518,0.03,nc,nc73334461,2020-02-02T02:46:05.494Z,"13km WNW of Toms Place, CA",earthquake,0.59,0.53,0.1,18,automatic,nc,nc
2020-02-01T18:42:51.600Z,37.6184998,-118.8341675,8.63,1.36,md,13,95,0.01947,0.02,nc,nc73334456,2020-02-01T18:58:03.005Z,"13km E of Mammoth Lakes, CA",earthquake,1,0.97,0.07,11,automatic,nc,nc
2020-02-01T18:37:32.220Z,19.4061661,-155.2823334,0.21,1.7,md,23,40,0.01156,0.13,hv,hv71363027,2020-02-01T18:40:27.920Z,"5km WSW of Volcano, Hawaii",earthquake,0.15,0.24,0.51,18,automatic,hv,hv
2020-02-01T18:36:54.340Z,37.5891667,-118.8216667,9.78,4.41,mw,41,96,0.005974,0.05,nc,nc73334451,2020-02-08T19:55:06.118Z,"13km WNW of Toms Place, CA",earthquake,0.22,0.28,,5,reviewed,nc,nc
2020-02-01T18:34:42.970Z,17.933,-67.0258,8,2.88,md,11,239,0.1114,0.03,pr,pr2020032038,2020-02-04T20:49:26.040Z,"9km S of La Parguera, Puerto Rico",earthquake,0.56,0.63,0.08,3,reviewed,pr,pr
2020-02-01T18:32:13.608Z,63.3619,-145.5185,0.8,1.4,ml,,,,0.65,ak,ak0201h83snw,2020-02-02T18:40:08.683Z,"58km SSW of Deltana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-01T18:28:46.980Z,17.931,-66.9846,7,2.53,md,11,226,0.1142,0.06,pr,pr2020032036,2020-02-01T19:11:02.745Z,"8km SE of La Parguera, Puerto Rico",earthquake,0.67,0.46,0.38,4,reviewed,pr,pr
2020-02-01T18:28:12.218Z,35.0888,-95.3678,5,1.8,ml,,125,0.636,0.6,us,us60007mky,2020-02-04T20:29:11.717Z,"3km S of Quinton, Oklahoma",earthquake,2.2,2,0.091,16,reviewed,us,us
2020-02-01T18:19:15.490Z,17.9161,-66.8651,10,2.52,md,12,219,0.0607,0.12,pr,pr2020032035,2020-02-01T19:10:47.513Z,"7km SE of Guanica, Puerto Rico",earthquake,0.8,0.47,0.28,3,reviewed,pr,pr
2020-02-01T18:06:46.980Z,35.9538333,-117.544,6.24,-0.15,ml,5,175,0.0502,0.03,ci,ci39289096,2020-02-03T17:57:50.227Z,"24km NNW of Searles Valley, CA",earthquake,0.24,0.41,0.215,2,reviewed,ci,ci
2020-02-01T18:05:54.470Z,17.9948,-66.8138,15,1.67,md,8,177,0.0683,0.22,pr,pr2020032034,2020-02-02T02:08:29.206Z,"0km E of Indios, Puerto Rico",earthquake,1.26,1.39,0.16,4,reviewed,pr,pr
2020-02-01T17:58:34.200Z,35.7313333,-117.7318333,9.26,0.78,ml,12,79,0.04176,0.15,ci,ci39289080,2020-02-03T15:45:51.835Z,"12km NE of Inyokern, CA",earthquake,0.38,0.7,0.091,11,reviewed,ci,ci
2020-02-01T17:57:41.390Z,18.0026,-66.7326,12,2.23,md,12,181,0.1326,0.08,pr,pr2020032037,2020-02-02T02:00:10.674Z,"1km WNW of Tallaboa, Puerto Rico",earthquake,0.65,0.42,0.39,8,reviewed,pr,pr
2020-02-01T17:51:15.830Z,19.4195004,-154.9394989,0.61,2.11,md,38,215,0.04115,0.2,hv,hv71362957,2020-02-01T18:35:52.092Z,"5km SSW of Leilani Estates, Hawaii",earthquake,0.93,0.45,0.11,7,automatic,hv,hv
2020-02-01T17:37:23.000Z,35.7836667,-117.628,7.1,0.56,ml,10,103,0.04048,0.1,ci,ci39289056,2020-02-03T15:46:12.192Z,"19km NNE of Ridgecrest, CA",earthquake,0.31,0.53,0.092,8,reviewed,ci,ci
2020-02-01T17:35:35.270Z,32.942,-116.3161667,8.17,1.19,ml,35,57,0.01654,0.17,ci,ci39289048,2020-02-01T17:39:10.154Z,"24km NE of Pine Valley, CA",earthquake,0.23,0.59,0.143,22,automatic,ci,ci
2020-02-01T17:33:26.620Z,32.942,-116.315,9.38,1.17,ml,32,92,0.01592,0.18,ci,ci39289040,2020-02-01T17:37:14.725Z,"24km NE of Pine Valley, CA",earthquake,0.27,0.58,0.22,23,automatic,ci,ci
2020-02-01T17:26:51.000Z,47.6631666666667,-120.181333333333,-0.42,1.12,md,5,152,,0.04,uw,uw61572661,2020-02-03T21:39:35.050Z,"2km SE of Entiat, Washington",earthquake,0.33,8.97,0.266865368345428,5,reviewed,uw,uw
2020-02-01T17:23:13.190Z,34.0256667,-117.1728333,14.69,1.38,ml,70,58,0.05112,0.15,ci,ci39289024,2020-02-06T21:32:15.527Z,"3km SSE of Redlands, CA",earthquake,0.13,0.26,0.152,49,reviewed,ci,ci
2020-02-01T17:18:45.513Z,59.9889,-141.6931,1.3,2.4,ml,,,,0.82,ak,ak0201h7ffh1,2020-02-04T16:48:43.040Z,"49km ESE of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-01T17:07:26.660Z,17.9238,-66.908,9,2.81,md,12,219,0.0588,0.08,pr,pr2020032033,2020-02-01T18:14:50.145Z,"5km S of Guanica, Puerto Rico",earthquake,0.66,0.43,0.14,4,reviewed,pr,pr
2020-02-01T17:01:37.344Z,39.2221,-120.0857,7.7,0.4,ml,6,133.09,0.035,0.1641,nn,nn00716358,2020-02-01T18:37:53.927Z,"3km WSW of Tahoe Vista, California",earthquake,,2.6,0.5,4,reviewed,nn,nn
2020-02-01T17:01:36.920Z,19.2124996,-155.4129944,33.19,1.75,md,28,202,0.02886,0.12,hv,hv71362892,2020-02-01T17:05:03.240Z,"7km E of Pahala, Hawaii",earthquake,0.66,0.63,0.26,6,automatic,hv,hv
2020-02-01T17:01:12.710Z,17.9258,-66.9571,6,2.68,md,10,229,0.0922,0.09,pr,pr2020032032,2020-02-01T18:15:07.697Z,"7km SW of Guanica, Puerto Rico",earthquake,0.74,0.32,0.16,3,reviewed,pr,pr
2020-02-01T16:51:03.470Z,36.463501,-121.0421677,5.48,1.66,md,7,153,0.04296,0.02,nc,nc73334446,2020-02-01T17:06:02.280Z,"12km SE of Pinnacles, CA",earthquake,0.5,1.25,0.31,8,automatic,nc,nc
2020-02-01T16:47:57.830Z,17.925,-66.8531,9,2.9,md,12,215,0.0565,0.11,pr,pr2020032031,2020-02-01T17:28:43.560Z,"7km SE of Guanica, Puerto Rico",earthquake,0.75,0.44,0.17,4,reviewed,pr,pr
2020-02-01T16:44:33.961Z,61.3838,-150.0539,41.1,1.7,ml,,,,0.62,ak,ak0201h6zjlw,2020-02-02T18:40:07.920Z,"16km SSW of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-02-01T16:36:37.950Z,17.9211,-66.9573,5,2.72,md,12,225,0.0949,0.08,pr,pr2020032030,2020-02-01T17:35:47.040Z,"8km SW of Guanica, Puerto Rico",earthquake,0.68,0.31,0.33,5,reviewed,pr,pr
2020-02-01T16:33:02.580Z,17.9233,-66.958,6,2.92,md,11,224,0.0943,0.09,pr,pr2020032029,2020-02-04T20:39:00.297Z,"9km SSW of Guanica, Puerto Rico",earthquake,0.87,0.35,0.19,4,reviewed,pr,pr
2020-02-01T16:21:21.120Z,35.10266667,-95.37883333,6.47,2.13,ml,49,133,0.1241756325,0.33,ok,ok2020cfwz,2020-02-03T14:37:38.688Z,"0km SSE of Quinton, Oklahoma",earthquake,,1.2,0.25,11,reviewed,ok,ok
2020-02-01T16:10:13.335Z,61.2149,-140.6663,11.9,1.6,ml,,,,0.56,ak,ak0201h6s7o5,2020-02-01T16:20:41.180Z,"160km NE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-01T16:09:27.410Z,39.4425,-111.2586667,3.29,1.93,ml,21,44,0.151,0.21,uu,uu60358482,2020-02-03T17:33:55.460Z,"20km SE of Mount Pleasant, Utah",earthquake,0.52,5.87,0.059,6,reviewed,uu,uu
2020-02-01T16:08:02.052Z,61.2494,-146.6738,63.9,1.6,ml,,,,0.93,ak,ak0201h6rrd9,2020-02-01T16:20:40.514Z,"21km NW of Valdez, Alaska",earthquake,,2,,,automatic,ak,ak
2020-02-01T16:05:41.700Z,35.965,-117.9793333,7.51,0.72,ml,18,159,0.08379,0.1,ci,ci39289000,2020-02-03T19:47:37.039Z,"7km WNW of Little Lake, CA",earthquake,0.22,0.59,0.211,10,reviewed,ci,ci
2020-02-01T16:04:06.987Z,-44.7143,-81.0185,10,4.6,mb,,238,5.774,1.06,us,us60007m6x,2020-02-01T17:25:29.040Z,"West Chile Rise",earthquake,12,2,0.116,22,reviewed,us,us
2020-02-01T16:01:52.180Z,19.2216663,-155.4033356,31.39,1.97,md,46,151,0.01669,0.11,hv,hv71362837,2020-02-01T16:05:08.250Z,"8km ENE of Pahala, Hawaii",earthquake,0.67,0.83,0.19,7,automatic,hv,hv
2020-02-01T15:52:46.280Z,18.0161,-66.7461,10,3.2,ml,11,173,0.1393,0.17,pr,pr2020032026,2020-02-01T23:56:04.929Z,"2km E of Magas Arriba, Puerto Rico",earthquake,0.56,0.83,0,0,reviewed,pr,pr
2020-02-01T15:46:31.180Z,19.2103329,-155.4206696,31.7,2,md,44,147,0.03478,0.13,hv,hv71362812,2020-02-01T15:49:49.920Z,"6km E of Pahala, Hawaii",earthquake,0.57,0.87,0.12,10,automatic,hv,hv
2020-02-01T15:45:29.100Z,17.9356,-66.8511,12,2.86,md,12,211,0.0485,0.14,pr,pr2020032028,2020-02-01T17:05:34.040Z,"2km SW of Indios, Puerto Rico",earthquake,0.96,0.4,0.31,5,reviewed,pr,pr
2020-02-01T15:44:27.800Z,35.6743333,-117.4795,1.81,0.87,ml,12,173,0.1707,0.17,ci,ci39288984,2020-02-03T15:46:29.155Z,"12km SSW of Searles Valley, CA",earthquake,0.47,0.84,0.14,9,reviewed,ci,ci
2020-02-01T15:43:43.616Z,37.7874,-115.0981,11.4,1,ml,9,195.16,0.383,0.2091,nn,nn00716475,2020-02-03T20:42:54.295Z,"47km N of Alamo, Nevada",earthquake,,7.6,0.28,5,reviewed,nn,nn
2020-02-01T15:39:57.370Z,17.801,-66.8536,9,2.43,md,8,267,0.176,0.14,pr,pr2020032027,2020-02-01T16:23:22.696Z,"19km SSE of Guanica, Puerto Rico",earthquake,0.94,0.79,0.26,6,reviewed,pr,pr
2020-02-01T15:32:41.635Z,66.3179,-157.2431,0.9,3.3,ml,,,,0.55,ak,ak0201h6bjzs,2020-02-02T18:40:07.336Z,"67km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-01T15:31:19.610Z,19.2220001,-155.4095001,32.04,2.3,md,53,141,0.01914,0.12,hv,hv71362782,2020-02-01T16:56:49.040Z,"7km ENE of Pahala, Hawaii",earthquake,0.56,0.8,0.15,9,automatic,hv,hv
2020-02-01T15:10:41.300Z,37.1226654,-121.5263367,6.16,1.62,md,12,184,0.1027,0.04,nc,nc73334441,2020-02-01T15:35:02.765Z,"8km ENE of San Martin, CA",earthquake,0.71,0.95,0.12,6,automatic,nc,nc
2020-02-01T15:00:39.460Z,35.1075,-95.38,14.9,2.04,ml,46,133,0.1196765154,0.32,ok,ok2020cfuh,2020-02-03T15:08:30.920Z,"2km WSW of Quinton, Oklahoma",earthquake,,1.2,0.27,10,reviewed,ok,ok
2020-02-01T14:54:52.240Z,35.809,-117.6203333,9.23,1.11,ml,17,80,0.01973,0.19,ci,ci39288976,2020-02-01T14:58:26.114Z,"20km WNW of Searles Valley, CA",earthquake,0.36,0.68,0.201,14,automatic,ci,ci
2020-02-01T14:51:24.958Z,60.2449,-152.4806,72.2,1.1,ml,,,,0.6,ak,ak0201h5u5pu,2020-02-02T18:40:06.971Z,"30km SSE of Redoubt Volcano, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-02-01T14:44:16.710Z,19.2101669,-155.4106598,33.14,1.86,md,34,168,0.0299,0.1,hv,hv71362727,2020-02-01T14:47:31.510Z,"7km E of Pahala, Hawaii",earthquake,0.81,0.85,0.18,4,automatic,hv,hv
2020-02-01T14:44:01.836Z,18.8737,-80.9677,10,4.2,mb,,115,3.32,0.78,us,us60007mkv,2020-02-03T01:02:59.358Z,"49km SSE of East End, Cayman Islands",earthquake,7.4,2,0.263,4,reviewed,us,us
2020-02-01T14:39:29.219Z,35.10283333,-95.37933333,7.87,2.37,ml,54,133,0,0.24,ok,ok2020cftp,2020-02-03T14:13:40.231Z,"2km WNW of Quinton, Oklahoma",earthquake,,1.6,0.26,10,reviewed,ok,ok
2020-02-01T14:31:10.300Z,19.4726658,-155.5963287,0.19,1.84,ml,15,79,0.01241,0.25,hv,hv71362707,2020-02-01T14:36:44.780Z,"28km E of Honaunau-Napoopoo, Hawaii",earthquake,0.69,0.71,4.62,4,automatic,hv,hv
2020-02-01T14:30:33.050Z,19.333,-155.1338333,7.3,0.94,md,27,124,0.0471,0.08,hv,hv71362702,2020-02-04T01:39:53.010Z,"15km SE of Volcano, Hawaii",earthquake,0.46,0.89,0.109,10,reviewed,hv,hv
2020-02-01T14:21:01.280Z,34.98433333,-97.72083333,7.2,1,ml,22,69,0.1142775748,0.31,ok,ok2020cfsz,2020-02-03T17:10:15.460Z,"17km SSW of Blanchard, Oklahoma",earthquake,,0.9,0.22,6,reviewed,ok,ok
2020-02-01T14:19:14.560Z,35.6955,-117.509,11.68,1.11,ml,13,161,0.1399,0.15,ci,ci39288968,2020-02-03T15:47:00.030Z,"12km SW of Searles Valley, CA",earthquake,0.41,1.24,0.22,12,reviewed,ci,ci
2020-02-01T14:14:05.117Z,5.6021,126.6986,96.4,4.5,mb,,173,4.844,1.35,us,us60007m59,2020-02-01T15:19:15.040Z,"101km SE of Pondaguitan, Philippines",earthquake,15.1,12.3,0.124,19,reviewed,us,us
2020-02-01T14:10:56.266Z,63.2048,-150.6141,126.7,3.1,ml,,,,0.58,ak,ak0201h5lfq0,2020-02-01T16:40:22.040Z,"85km WSW of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-01T13:58:08.149Z,63.8125,-148.8026,54.7,1.9,ml,,,,1.14,ak,ak0201h5a6u6,2020-02-01T14:20:40.707Z,"9km ESE of Healy, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-02-01T13:51:28.324Z,61.1277,-152.396,2.2,1,ml,,,,0.41,ak,ak0201h58qcy,2020-02-03T22:09:34.770Z,"75km NNE of Redoubt Volcano, Alaska",earthquake,,1.9,,,automatic,ak,ak
2020-02-01T13:49:29.260Z,41.4655,-112.3215,0.3,1.12,md,10,95,0.0989,0.17,uu,uu60358477,2020-02-03T17:24:08.190Z,"24km W of Perry, Utah",earthquake,0.84,11.69,0.292,6,reviewed,uu,uu
2020-02-01T13:48:40.420Z,19.334,-155.1336667,6.61,3.17,ml,52,115,0.04808,0.09,hv,hv71362617,2020-02-04T01:26:20.000Z,"14km SE of Volcano, Hawaii",earthquake,0.31,0.42,0.144,43,reviewed,hv,hv
2020-02-01T13:48:19.410Z,19.2093334,-155.4035034,32.05,2.98,ml,33,169,0.09822,0.12,hv,hv71362612,2020-02-01T13:53:54.860Z,"8km E of Pahala, Hawaii",earthquake,0.77,0.86,3.59,39,automatic,hv,hv
2020-02-01T13:38:01.560Z,17.8823,-66.861,12,3.01,md,12,227,0.0946,0.13,pr,pr2020032024,2020-02-01T21:40:36.788Z,"14km SSE of Guanica, Puerto Rico",earthquake,0.83,0.38,0.32,8,reviewed,pr,pr
2020-02-01T13:29:13.780Z,33.6781667,-116.7115,15.12,0.23,ml,17,96,0.03277,0.09,ci,ci39288936,2020-02-03T17:35:42.103Z,"7km S of Idyllwild, CA",earthquake,0.26,0.46,0.142,3,reviewed,ci,ci
2020-02-01T13:28:49.200Z,19.192667,-155.4191742,34.67,1.88,md,39,201,0.04908,0.1,hv,hv71362592,2020-02-01T13:32:08.170Z,"6km ESE of Pahala, Hawaii",earthquake,0.77,1.01,0.15,5,automatic,hv,hv
2020-02-01T13:21:33.730Z,17.9668,-66.74,6,3.38,md,12,196,0.1394,0.18,pr,pr2020032023,2020-02-01T21:24:15.238Z,"1km SW of Tallaboa, Puerto Rico",earthquake,0.81,0.41,0.14,6,reviewed,pr,pr
2020-02-01T12:55:05.200Z,35.7225,-117.563,6.75,1.11,ml,19,87,0.09718,0.18,ci,ci39288928,2020-02-03T15:47:26.880Z,"15km WSW of Searles Valley, CA",earthquake,0.32,1.04,0.173,14,reviewed,ci,ci
2020-02-01T12:44:27.590Z,37.6583333,-118.8973333,1.75,0.67,md,9,149,0.007529,0.03,nc,nc73334431,2020-02-04T22:40:04.100Z,"8km ENE of Mammoth Lakes, CA",earthquake,0.36,0.33,0.073,6,reviewed,nc,nc
2020-02-01T12:44:09.945Z,40.0743,-119.6328,7.9,0.5,ml,4,190.72,0.122,0.1646,nn,nn00716361,2020-02-01T18:41:00.004Z,"47km N of Spanish Springs, Nevada",earthquake,,6.4,0.23,2,reviewed,nn,nn
2020-02-01T12:34:52.530Z,35.3211667,-117.8075,8.88,1.27,ml,21,77,0.06211,0.15,ci,ci39288920,2020-02-03T15:47:25.981Z,"17km WSW of Johannesburg, CA",earthquake,0.32,0.65,0.16,24,reviewed,ci,ci
2020-02-01T12:31:43.314Z,65.953,-166.2407,10,2.6,mb_lg,,127,0.7,0.69,us,us60007m4a,2020-02-02T13:22:19.040Z,"34km SSW of Shishmaref, Alaska",earthquake,3.8,2,0.228,5,reviewed,us,us
2020-02-01T12:28:59.445Z,61.2805,-146.8928,21.4,1.6,ml,,,,0.86,ak,ak0201h4ifjj,2020-02-02T18:40:06.018Z,"33km WNW of Valdez, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-02-01T12:20:18.818Z,17.9838,-66.9875,10,2.8,ml,,164,0.055,0.45,us,us70007kbx,2020-02-07T05:59:18.040Z,"6km E of La Parguera, Puerto Rico",earthquake,1.1,1.5,0.061,35,reviewed,us,us
2020-02-01T12:19:37.420Z,33.9595,-117.8765,13.75,1.78,ml,71,38,0.0417,0.17,ci,ci39288912,2020-02-03T20:05:00.770Z,"3km SE of Rowland Heights, CA",earthquake,0.15,0.31,0.163,82,reviewed,ci,ci
2020-02-01T12:17:46.645Z,58.8644,-153.7547,11.8,2.1,ml,,,,0.59,ak,ak0201h4g1u0,2020-02-01T12:20:40.824Z,"118km SE of Old Iliamna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-01T12:12:43.060Z,19.2111664,-155.4226685,33.39,2.14,md,53,140,0.03538,0.13,hv,hv71362517,2020-02-01T12:16:13.560Z,"6km E of Pahala, Hawaii",earthquake,0.55,0.73,0.12,19,automatic,hv,hv
2020-02-01T12:05:52.490Z,19.2036667,-155.4211731,31.3,2.04,md,26,204,0.04041,0.12,hv,hv71362512,2020-02-01T12:09:09.550Z,"6km E of Pahala, Hawaii",earthquake,0.79,0.82,0.21,6,automatic,hv,hv
2020-02-01T11:55:05.950Z,17.845,-66.8473,5,2.64,md,9,254,0.1339,0.07,pr,pr2020032022,2020-02-01T12:20:33.655Z,"15km SSE of Guanica, Puerto Rico",earthquake,0.5,0.35,0.4,2,reviewed,pr,pr
2020-02-01T11:54:33.110Z,33.2995,-116.3093333,9.94,0.72,ml,20,126,0.0627,0.24,ci,ci39288896,2020-02-03T15:47:40.982Z,"8km NE of Borrego Springs, CA",earthquake,0.46,0.8,0.137,13,reviewed,ci,ci
2020-02-01T11:52:33.504Z,31.1833,-103.2835,5,2.6,mb_lg,,47,0.265,0.36,us,us60007m3h,2020-02-01T12:06:10.040Z,"33km SE of Pecos, Texas",earthquake,1.6,2,0.09,48,reviewed,us,us
2020-02-01T11:26:42.369Z,36.92016667,-99.91283333,7.75,1.71,ml,25,201,0.04589099462,0.18,ok,ok2020cfng,2020-02-03T16:39:27.112Z,"23km N of Laverne, Oklahoma",earthquake,,0.7,0.2,7,reviewed,ok,ok
2020-02-01T11:08:32.510Z,35.8523333,-117.6845,4.27,0.45,ml,10,79,0.07858,0.14,ci,ci39288888,2020-02-01T11:12:19.285Z,"22km ESE of Little Lake, CA",earthquake,0.42,1.22,0.133,6,automatic,ci,ci
2020-02-01T11:05:22.710Z,19.2126675,-155.4219971,32.27,1.89,md,50,145,0.03385,0.11,hv,hv71362472,2020-02-01T11:08:49.260Z,"6km E of Pahala, Hawaii",earthquake,0.54,0.75,0.09,10,automatic,hv,hv
2020-02-01T11:00:44.100Z,35.936,-117.6873333,5.34,0.48,ml,9,71,0.03225,0.24,ci,ci39288880,2020-02-03T19:45:42.028Z,"20km E of Little Lake, CA",earthquake,0.56,1.38,0.262,4,reviewed,ci,ci
2020-02-01T11:00:41.930Z,35.7328333,-117.5041667,13.55,0.47,ml,9,190,0.1123,0.21,ci,ci37433845,2020-02-03T19:44:28.615Z,"10km WSW of Searles Valley, CA",earthquake,0.71,1.46,0.054,5,reviewed,ci,ci
2020-02-01T10:54:20.410Z,35.8765,-117.7031667,6.3,0.89,ml,10,76,0.08314,0.12,ci,ci39288872,2020-02-01T10:57:54.627Z,"20km ESE of Little Lake, CA",earthquake,0.3,0.93,0.197,2,automatic,ci,ci
2020-02-01T10:53:55.960Z,35.878,-117.7041667,7.15,1.44,ml,21,86,0.08229,0.18,ci,ci39288864,2020-02-03T15:48:15.989Z,"19km ESE of Little Lake, CA",earthquake,0.3,0.87,0.213,22,reviewed,ci,ci
2020-02-01T10:50:28.980Z,19.2203331,-155.406662,32.15,1.86,md,53,150,0.01915,0.12,hv,hv71362452,2020-02-01T10:53:44.150Z,"7km ENE of Pahala, Hawaii",earthquake,0.52,0.77,0.22,16,automatic,hv,hv
2020-02-01T10:50:27.060Z,35.8745,-117.7005,7.8,2.55,ml,29,49,0.08379,0.16,ci,ci39288856,2020-02-01T18:15:17.455Z,"20km ESE of Little Lake, CA",earthquake,0.23,0.7,0.177,25,automatic,ci,ci
2020-02-01T10:46:45.380Z,33.5785,-116.8095,4.99,-0.16,ml,15,168,0.04081,0.08,ci,ci37434053,2020-02-06T17:43:45.872Z,"13km WNW of Anza, CA",earthquake,0.26,0.34,0.12,9,reviewed,ci,ci
2020-02-01T10:46:33.860Z,32.944,-116.2161667,10.9,0.85,ml,43,79,0.07409,0.2,ci,ci39288848,2020-02-06T17:40:06.853Z,"24km SSW of Ocotillo Wells, CA",earthquake,0.23,0.43,0.185,17,reviewed,ci,ci
2020-02-01T10:37:56.580Z,36.1426667,-117.9198333,3.81,1.22,ml,16,61,0.05825,0.11,ci,ci39288840,2020-02-03T15:48:40.991Z,"11km NNE of Coso Junction, CA",earthquake,0.24,0.59,0.162,17,reviewed,ci,ci
2020-02-01T10:34:47.380Z,37.5406667,-112.6346667,5.51,1.41,md,11,87,0.275,0.25,uu,uu60358472,2020-02-03T16:50:43.110Z,"35km SSW of Panguitch, Utah",earthquake,0.69,2.48,0.279,6,reviewed,uu,uu
2020-02-01T10:34:01.780Z,33.5993333,-116.8051667,4.84,0.47,ml,21,75,0.03474,0.14,ci,ci39288832,2020-02-03T15:48:55.992Z,"13km WNW of Anza, CA",earthquake,0.28,0.52,0.184,15,reviewed,ci,ci
2020-02-01T10:26:51.480Z,6.7608,-72.9399,156.51,4.6,mb,,78,2.347,1.02,us,us60007m2t,2020-02-01T10:45:59.040Z,"11km WSW of San Andres, Colombia",earthquake,10.5,10.2,0.038,211,reviewed,us,us
2020-02-01T10:20:22.190Z,51.6285,-178.638,16.05,2.32,ml,12,156,0.1331,0.14,av,av62131561,2020-02-03T21:58:28.940Z,"44km SW of Tanaga Volcano, Alaska",earthquake,0.61,1.67,0.181,18,reviewed,av,av
2020-02-01T10:18:05.680Z,19.189167,-155.4591675,37.17,1.95,md,38,154,0.06989,0.14,hv,hv71362422,2020-02-01T10:21:27.910Z,"2km SE of Pahala, Hawaii",earthquake,0.82,0.95,0.05,3,automatic,hv,hv
2020-02-01T10:06:55.189Z,36.91866667,-98.05633333,7.48,1.77,ml,54,102,0.159268746,0.25,ok,ok2020cfkq,2020-02-03T16:25:05.376Z,"26km S of Anthony, Kansas",earthquake,,0.7,0.13,4,reviewed,ok,ok
2020-02-01T10:05:48.500Z,17.9061,-66.8646,10,4.03,ml,11,218,0.0705,0.23,pr,pr2020032020,2020-02-08T23:48:11.020Z,"5km SE of Guanica, Puerto Rico",earthquake,1.47,0.86,0.18,6,reviewed,pr,pr
2020-02-01T09:59:43.460Z,35.7778333,-117.591,6.48,0.5,ml,8,146,0.03819,0.1,ci,ci39288824,2020-02-03T15:49:10.434Z,"17km W of Searles Valley, CA",earthquake,0.36,0.53,0.088,7,reviewed,ci,ci
2020-02-01T09:48:08.290Z,32.9848333,-116.3123333,9.56,0.88,ml,21,122,0.03108,0.15,ci,ci39288816,2020-02-01T09:51:41.367Z,"24km SW of Ocotillo Wells, CA",earthquake,0.26,0.59,0.157,11,automatic,ci,ci
2020-02-01T09:43:56.165Z,28.9768,95.6691,10,4.9,mb,,37,4.801,0.92,us,us60007m2e,2020-02-01T11:28:46.980Z,"50km SE of Motuo, China",earthquake,8.7,1.9,0.085,44,reviewed,us,us
2020-02-01T09:40:33.750Z,35.8766667,-117.7016667,8.23,0.99,ml,21,71,0.08238,0.12,ci,ci39288808,2020-02-01T09:51:34.270Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.65,0.199,14,automatic,ci,ci
2020-02-01T09:33:26.780Z,35.6238333,-117.5913333,6.5,0.65,ml,10,110,0.1116,0.13,ci,ci39288800,2020-02-03T15:49:58.059Z,"8km E of Ridgecrest, CA",earthquake,0.4,1.58,0.096,8,reviewed,ci,ci
2020-02-01T09:20:48.880Z,35.8696667,-117.691,9.08,0.71,ml,11,78,0.08475,0.04,ci,ci39288792,2020-02-03T15:50:21.097Z,"21km ESE of Little Lake, CA",earthquake,0.15,0.41,0.111,7,reviewed,ci,ci
2020-02-01T09:19:07.360Z,33.3256667,-116.4111667,9.18,1.42,ml,53,52,0.05753,0.19,ci,ci39288784,2020-02-03T15:51:38.600Z,"8km NNW of Borrego Springs, CA",earthquake,0.22,0.49,0.24,26,reviewed,ci,ci
2020-02-01T09:14:41.670Z,19.2183342,-155.418335,33.07,2.17,md,47,143,0.02741,0.12,hv,hv71362357,2020-02-01T09:17:56.670Z,"6km ENE of Pahala, Hawaii",earthquake,0.6,0.66,0.26,10,automatic,hv,hv
2020-02-01T09:09:31.790Z,-2.9038,101.0846,64.14,4.9,mb,,177,2.362,0.82,us,us60007m22,2020-02-01T09:25:51.040Z,"96km SSW of Sungaipenuh, Indonesia",earthquake,9.9,7.7,0.091,38,reviewed,us,us
2020-02-01T09:09:19.690Z,19.2073326,-155.4649963,35.72,1.89,md,49,105,0.05172,0.15,hv,hv71362352,2020-02-01T09:12:35.570Z,"1km E of Pahala, Hawaii",earthquake,0.65,0.76,0.09,10,automatic,hv,hv
2020-02-01T08:59:03.470Z,19.3414993,-155.1233368,5.31,1.7,ml,46,127,0.04318,0.18,hv,hv71362347,2020-02-01T09:04:39.100Z,"15km SE of Volcano, Hawaii",earthquake,0.6,0.94,3.92,3,automatic,hv,hv
